Date,Source,Site ID,POC,Daily Max 8-hour CO Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
01-01-2015,AQS,60190007,1,1,ppm,11,Fresno-Drummond,18,75,42101,Carbon monoxide,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01-02-2015,AQS,60190007,1,1.5,ppm,17,Fresno-Drummond,24,100,42101,Carbon monoxide,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01-03-2015,AQS,60190007,1,1.7,ppm,19,Fresno-Drummond,24,100,42101,Carbon monoxide,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01-04-2015,AQS,60190007,1,1.3,ppm,15,Fresno-Drummond,24,100,42101,Carbon monoxide,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01-05-2015,AQS,60190007,1,1.1,ppm,13,Fresno-Drummond,24,100,42101,Carbon monoxide,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01-06-2015,AQS,60190007,1,1,ppm,11,Fresno-Drummond,24,100,42101,Carbon monoxide,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01-07-2015,AQS,60190007,1,1,ppm,11,Fresno-Drummond,16,67,42101,Carbon monoxide,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01-08-2015,AQS,60190007,1,1,ppm,11,Fresno-Drummond,24,100,42101,Carbon monoxide,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01-09-2015,AQS,60190007,1,1.1,ppm,13,Fresno-Drummond,24,100,42101,Carbon monoxide,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01-10-2015,AQS,60190007,1,1,ppm,11,Fresno-Drummond,24,100,42101,Carbon monoxide,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
