"","year","county","CO_concentration_value","CO_AQI","NO2_concentration_value","NO2_AQI","O3_concentration_value","O3_AQI","PM2.5_concentration_value","PM2.5_AQI","PM10_concentration_value","PM10_AQI","lattitude","longitude"
"1","2011","Sonoma",0.53463687150838,6.17877094972067,17.5461111111111,16.1555555555556,0.0276049149338374,25.586011342155,8.61525423728814,33.7598870056497,12.659217877095,11.7150837988827,38.443503,-122.710169
"2","2012","Sonoma",0.509577464788732,5.87605633802817,17.0645429362881,15.6814404432133,0.0302420027816412,28.0695410292072,8.19356725146199,33.0497076023392,10.5505617977528,9.73033707865168,38.443503,-122.710169
"3","2013","Sonoma",0.540697674418605,6.26453488372093,16.9179190751445,15.5491329479769,0.0304643874643875,28.2905982905983,8.4382183908046,33.1580459770115,11.8705882352941,10.9941176470588,38.443503,-122.710169
"4","2014","Sonoma",0.401729106628242,4.59365994236311,10.671186440678,9.66949152542373,0.0329151343705799,30.6760961810467,7.74674220963173,31.6062322946176,11.7998065764023,10.9255319148936,38.403765,-122.818294
"5","2015","Sonoma",0.444972067039106,5.10614525139665,11.9089136490251,10.8356545961003,0.0318727272727273,29.6685314685315,6.6471098265896,26.4306358381503,12.996282527881,12.0027881040892,38.403765,-122.818294
"6","2016","Sonoma",0.420994475138122,4.82872928176796,10.4885245901639,9.5327868852459,0.0310923295454545,28.8607954545455,7.89956647398844,32.021676300578,11.3842412451362,10.4922178988327,38.403765,-122.818294
"7","2017","Sonoma",0.484401114206128,5.65459610027855,11.4623626373626,10.4340659340659,0.0336150627615063,31.3821478382148,8.09506849315068,31.3232876712329,14.3732460243218,13.0420954162769,38.403765,-122.818294
