"","year","county","CO_concentration_value","CO_AQI","NO2_concentration_value","NO2_AQI","O3_concentration_value","O3_AQI","PM2.5_concentration_value","PM2.5_AQI","PM10_concentration_value","PM10_AQI","lattitude","longitude"
"1","2011","Marin",0.5,5.68435754189944,22.5093922651934,20.7762430939227,0.0279447513812155,25.9834254143646,9.00692840646651,35.5912240184757,15.4590163934426,14.2786885245902,37.97231,-122.520004
"2","2012","Marin",0.429775280898876,4.83707865168539,20.6510989010989,19.0302197802198,0.0296391184573003,27.4573002754821,7.32489082969432,29.9148471615721,12.4262295081967,11.4590163934426,37.97231,-122.520004
"3","2013","Marin",0.441242937853107,4.95197740112994,22.3927977839335,20.6842105263158,0.0294388888888889,27.4305555555556,9.61462365591398,37.8064516129032,14.7213114754098,13.6393442622951,37.97231,-122.520004
"4","2014","Marin",0.442696629213483,5.05337078651685,20.5674094707521,18.991643454039,0.0305055248618785,28.5911602209945,9.61185344827586,38.4245689655172,13.2622950819672,12.2622950819672,37.97231,-122.520004
"5","2015","Marin",0.465909090909091,5.30965909090909,20.4568245125348,18.8635097493036,0.0313100558659218,29.3659217877095,8.24757505773672,32.3441108545035,15.1666666666667,13.95,37.97231,-122.520004
"6","2016","Marin",0.433426183844011,4.95264623955432,18.1542699724518,16.6831955922865,0.0305977961432507,28.4490358126722,6.16068181818182,25.5954545454545,12.8928571428571,11.9107142857143,37.97231,-122.520004
"7","2017","Marin",0.452247191011236,5.13483146067416,19.6140883977901,18.1077348066298,0.031612188365651,29.3711911357341,9.06603375527426,34.9725738396624,16.6964285714286,15.1428571428571,37.97231,-122.520004
