"","county","year","CO_concentration_value","CO_AQI","NO2_concentration_value","NO2_AQI","O3_concentration_value","O3_AQI","PM2.5_concentration_value","PM2.5_AQI","PM10_concentration_value","PM10_AQI","lattitude","longitude","Age_Group","Strata","Strata_Name","Numerator","NumeratorTransformed"
"167","Humboldt",2017,0.281740614334471,3.03924914675768,4.15290423861852,3.65620094191523,0.0306020710059172,28.4674556213018,7.18797169811321,26.5188679245283,18.0807453416149,16.4596273291925,40.7457151535836,-124.190552116041,"All Ages","Sex","Male",365,5.89989735358249
"168","Humboldt",2017,0.281740614334471,3.03924914675768,4.15290423861852,3.65620094191523,0.0306020710059172,28.4674556213018,7.18797169811321,26.5188679245283,18.0807453416149,16.4596273291925,40.7457151535836,-124.190552116041,"18 and Over","Sex","Male",270,5.59842195899838
"169","Imperial",2011,0.895280235988201,10.2079646017699,28.2626356589147,26.4759689922481,0.04483357771261,45.3005865102639,10.0084632516704,38.0623608017817,34.8896321070234,31.505016722408,32.737794159292,-115.525542566372,"All Ages","Sex","Male",731,6.59441345974978
"170","Imperial",2011,0.895280235988201,10.2079646017699,28.2626356589147,26.4759689922481,0.04483357771261,45.3005865102639,10.0084632516704,38.0623608017817,34.8896321070234,31.505016722408,32.737794159292,-115.525542566372,"Under 18","Sex","Male",474,6.16120732169508
"171","Imperial",2011,0.895280235988201,10.2079646017699,28.2626356589147,26.4759689922481,0.04483357771261,45.3005865102639,10.0084632516704,38.0623608017817,34.8896321070234,31.505016722408,32.737794159292,-115.525542566372,"18 and Over","Sex","Male",257,5.54907608489522
"172","Imperial",2011,0.895280235988201,10.2079646017699,28.2626356589147,26.4759689922481,0.04483357771261,45.3005865102639,10.0084632516704,38.0623608017817,34.8896321070234,31.505016722408,32.737794159292,-115.525542566372,"All Ages","Sex","Female",667,6.50279004591562
"173","Imperial",2011,0.895280235988201,10.2079646017699,28.2626356589147,26.4759689922481,0.04483357771261,45.3005865102639,10.0084632516704,38.0623608017817,34.8896321070234,31.505016722408,32.737794159292,-115.525542566372,"18 and Over","Sex","Female",416,6.03068526026126
"174","Imperial",2011,0.895280235988201,10.2079646017699,28.2626356589147,26.4759689922481,0.04483357771261,45.3005865102639,10.0084632516704,38.0623608017817,34.8896321070234,31.505016722408,32.737794159292,-115.525542566372,"Under 18","Sex","Female",251,5.52545293913178
"175","Imperial",2012,0.661735419630156,7.4950213371266,28.5182336182336,26.7435897435897,0.0460232394366197,47.4147887323944,11.1184782608696,41.8913043478261,41.7533783783784,36.3006756756757,32.7356030440967,-115.524032162162,"All Ages","Sex","Male",728,6.59030104819669
"176","Imperial",2012,0.661735419630156,7.4950213371266,28.5182336182336,26.7435897435897,0.0460232394366197,47.4147887323944,11.1184782608696,41.8913043478261,41.7533783783784,36.3006756756757,32.7356030440967,-115.524032162162,"Under 18","Sex","Female",258,5.55295958492162
"177","Imperial",2012,0.661735419630156,7.4950213371266,28.5182336182336,26.7435897435897,0.0460232394366197,47.4147887323944,11.1184782608696,41.8913043478261,41.7533783783784,36.3006756756757,32.7356030440967,-115.524032162162,"18 and Over","Sex","Female",435,6.07534603108868
"178","Imperial",2012,0.661735419630156,7.4950213371266,28.5182336182336,26.7435897435897,0.0460232394366197,47.4147887323944,11.1184782608696,41.8913043478261,41.7533783783784,36.3006756756757,32.7356030440967,-115.524032162162,"All Ages","Sex","Female",693,6.5410299991899
"179","Imperial",2012,0.661735419630156,7.4950213371266,28.5182336182336,26.7435897435897,0.0460232394366197,47.4147887323944,11.1184782608696,41.8913043478261,41.7533783783784,36.3006756756757,32.7356030440967,-115.524032162162,"18 and Over","Sex","Male",224,5.41164605185504
"180","Imperial",2012,0.661735419630156,7.4950213371266,28.5182336182336,26.7435897435897,0.0460232394366197,47.4147887323944,11.1184782608696,41.8913043478261,41.7533783783784,36.3006756756757,32.7356030440967,-115.524032162162,"Under 18","Sex","Male",504,6.22257626807137
"181","Imperial",2013,0.503304597701149,5.74425287356322,26.9857142857143,25.033946251768,0.0473470993117011,49.4178957718781,9.96297968397291,38.6388261851016,45.9804305283757,39.3307240704501,32.7336998275862,-115.522720215517,"All Ages","Sex","Male",697,6.54678541076052
"182","Imperial",2013,0.503304597701149,5.74425287356322,26.9857142857143,25.033946251768,0.0473470993117011,49.4178957718781,9.96297968397291,38.6388261851016,45.9804305283757,39.3307240704501,32.7336998275862,-115.522720215517,"18 and Over","Sex","Male",242,5.48893772615669
"183","Imperial",2013,0.503304597701149,5.74425287356322,26.9857142857143,25.033946251768,0.0473470993117011,49.4178957718781,9.96297968397291,38.6388261851016,45.9804305283757,39.3307240704501,32.7336998275862,-115.522720215517,"Under 18","Sex","Female",254,5.53733426701854
"184","Imperial",2013,0.503304597701149,5.74425287356322,26.9857142857143,25.033946251768,0.0473470993117011,49.4178957718781,9.96297968397291,38.6388261851016,45.9804305283757,39.3307240704501,32.7336998275862,-115.522720215517,"Under 18","Sex","Male",455,6.12029741895095
"185","Imperial",2013,0.503304597701149,5.74425287356322,26.9857142857143,25.033946251768,0.0473470993117011,49.4178957718781,9.96297968397291,38.6388261851016,45.9804305283757,39.3307240704501,32.7336998275862,-115.522720215517,"All Ages","Sex","Female",592,6.38350663488401
"186","Imperial",2013,0.503304597701149,5.74425287356322,26.9857142857143,25.033946251768,0.0473470993117011,49.4178957718781,9.96297968397291,38.6388261851016,45.9804305283757,39.3307240704501,32.7336998275862,-115.522720215517,"18 and Over","Sex","Female",338,5.82304589548302
"187","Imperial",2014,0.380144927536232,4.28840579710145,24.7400862068966,22.9525862068966,0.0467509689922481,47.2664728682171,14.0497747747748,50.8115615615616,57.5505505505506,47.6846846846847,32.7367226086957,-115.524803913043,"All Ages","Sex","Female",696,6.54534966033442
"188","Imperial",2014,0.380144927536232,4.28840579710145,24.7400862068966,22.9525862068966,0.0467509689922481,47.2664728682171,14.0497747747748,50.8115615615616,57.5505505505506,47.6846846846847,32.7367226086957,-115.524803913043,"All Ages","Sex","Male",819,6.70808408385307
"189","Imperial",2014,0.380144927536232,4.28840579710145,24.7400862068966,22.9525862068966,0.0467509689922481,47.2664728682171,14.0497747747748,50.8115615615616,57.5505505505506,47.6846846846847,32.7367226086957,-115.524803913043,"Under 18","Sex","Female",260,5.56068163101553
"190","Imperial",2014,0.380144927536232,4.28840579710145,24.7400862068966,22.9525862068966,0.0467509689922481,47.2664728682171,14.0497747747748,50.8115615615616,57.5505505505506,47.6846846846847,32.7367226086957,-115.524803913043,"18 and Over","Sex","Female",436,6.07764224334903
"191","Imperial",2014,0.380144927536232,4.28840579710145,24.7400862068966,22.9525862068966,0.0467509689922481,47.2664728682171,14.0497747747748,50.8115615615616,57.5505505505506,47.6846846846847,32.7367226086957,-115.524803913043,"Under 18","Sex","Male",511,6.2363695902037
"192","Imperial",2014,0.380144927536232,4.28840579710145,24.7400862068966,22.9525862068966,0.0467509689922481,47.2664728682171,14.0497747747748,50.8115615615616,57.5505505505506,47.6846846846847,32.7367226086957,-115.524803913043,"18 and Over","Sex","Male",308,5.73009978297357
"193","Imperial",2015,0.434188034188034,4.91452991452991,23.4878873239437,21.7380281690141,0.0444305785123967,44.8280991735537,11.2531484257871,42.6244377811094,43.7933579335793,37.3232472324723,32.7220009230769,-115.514655794872,"Under 18","Sex","Female",289,5.66642668811243
"194","Imperial",2015,0.434188034188034,4.91452991452991,23.4878873239437,21.7380281690141,0.0444305785123967,44.8280991735537,11.2531484257871,42.6244377811094,43.7933579335793,37.3232472324723,32.7220009230769,-115.514655794872,"All Ages","Sex","Female",686,6.53087762772588
"195","Imperial",2015,0.434188034188034,4.91452991452991,23.4878873239437,21.7380281690141,0.0444305785123967,44.8280991735537,11.2531484257871,42.6244377811094,43.7933579335793,37.3232472324723,32.7220009230769,-115.514655794872,"All Ages","Sex","Male",702,6.55393340402581
"196","Imperial",2015,0.434188034188034,4.91452991452991,23.4878873239437,21.7380281690141,0.0444305785123967,44.8280991735537,11.2531484257871,42.6244377811094,43.7933579335793,37.3232472324723,32.7220009230769,-115.514655794872,"18 and Over","Sex","Female",397,5.98393628068719
"197","Imperial",2015,0.434188034188034,4.91452991452991,23.4878873239437,21.7380281690141,0.0444305785123967,44.8280991735537,11.2531484257871,42.6244377811094,43.7933579335793,37.3232472324723,32.7220009230769,-115.514655794872,"18 and Over","Sex","Male",254,5.53733426701854
"198","Imperial",2015,0.434188034188034,4.91452991452991,23.4878873239437,21.7380281690141,0.0444305785123967,44.8280991735537,11.2531484257871,42.6244377811094,43.7933579335793,37.3232472324723,32.7220009230769,-115.514655794872,"Under 18","Sex","Male",448,6.10479323241498
"199","Imperial",2016,0.45502471169687,5.09390444810544,22.5081830790569,20.8682385575589,0.0436789727126806,43.199036918138,12.0518482490272,45.3988326848249,51.3477355543988,42.4742321707444,32.7237812520593,-115.515883031301,"18 and Over","Sex","Male",254,5.53733426701854
"200","Imperial",2016,0.45502471169687,5.09390444810544,22.5081830790569,20.8682385575589,0.0436789727126806,43.199036918138,12.0518482490272,45.3988326848249,51.3477355543988,42.4742321707444,32.7237812520593,-115.515883031301,"18 and Over","Sex","Female",315,5.75257263882563
"201","Imperial",2016,0.45502471169687,5.09390444810544,22.5081830790569,20.8682385575589,0.0436789727126806,43.199036918138,12.0518482490272,45.3988326848249,51.3477355543988,42.4742321707444,32.7237812520593,-115.515883031301,"All Ages","Sex","Female",553,6.31535800152233
"202","Imperial",2016,0.45502471169687,5.09390444810544,22.5081830790569,20.8682385575589,0.0436789727126806,43.199036918138,12.0518482490272,45.3988326848249,51.3477355543988,42.4742321707444,32.7237812520593,-115.515883031301,"All Ages","Sex","Male",734,6.59850902861452
"203","Imperial",2016,0.45502471169687,5.09390444810544,22.5081830790569,20.8682385575589,0.0436789727126806,43.199036918138,12.0518482490272,45.3988326848249,51.3477355543988,42.4742321707444,32.7237812520593,-115.515883031301,"Under 18","Sex","Male",480,6.17378610390194
"204","Imperial",2016,0.45502471169687,5.09390444810544,22.5081830790569,20.8682385575589,0.0436789727126806,43.199036918138,12.0518482490272,45.3988326848249,51.3477355543988,42.4742321707444,32.7237812520593,-115.515883031301,"Under 18","Sex","Female",238,5.47227067367148
"205","Imperial",2017,0.413333333333333,4.63518518518519,23.6536036036036,21.9054054054054,0.0416850746268657,41.85,11.6476143141153,43.5984095427435,43.9850249584027,37.5801442041043,32.7176535555556,-115.511659018519,"All Ages","Sex","Female",605,6.40522845803084
"206","Imperial",2017,0.413333333333333,4.63518518518519,23.6536036036036,21.9054054054054,0.0416850746268657,41.85,11.6476143141153,43.5984095427435,43.9850249584027,37.5801442041043,32.7176535555556,-115.511659018519,"Under 18","Sex","Male",437,6.07993319509559
"207","Imperial",2017,0.413333333333333,4.63518518518519,23.6536036036036,21.9054054054054,0.0416850746268657,41.85,11.6476143141153,43.5984095427435,43.9850249584027,37.5801442041043,32.7176535555556,-115.511659018519,"Under 18","Sex","Female",254,5.53733426701854
"208","Imperial",2017,0.413333333333333,4.63518518518519,23.6536036036036,21.9054054054054,0.0416850746268657,41.85,11.6476143141153,43.5984095427435,43.9850249584027,37.5801442041043,32.7176535555556,-115.511659018519,"18 and Over","Sex","Female",351,5.86078622346587
"209","Imperial",2017,0.413333333333333,4.63518518518519,23.6536036036036,21.9054054054054,0.0416850746268657,41.85,11.6476143141153,43.5984095427435,43.9850249584027,37.5801442041043,32.7176535555556,-115.511659018519,"18 and Over","Sex","Male",249,5.51745289646471
"210","Imperial",2017,0.413333333333333,4.63518518518519,23.6536036036036,21.9054054054054,0.0416850746268657,41.85,11.6476143141153,43.5984095427435,43.9850249584027,37.5801442041043,32.7176535555556,-115.511659018519,"All Ages","Sex","Male",686,6.53087762772588
"211","Los Angeles",2011,0.618058515791513,7.06142220499903,32.3759917780062,30.2143884892086,0.0417349921011058,43.3291864139021,13.8693503480278,50.2477958236659,26.0868533459896,24.0754627432368,34.0967932586708,-118.19680452703,"18 and Over","Sex","Male",9480,9.15693959524907
"212","Los Angeles",2011,0.618058515791513,7.06142220499903,32.3759917780062,30.2143884892086,0.0417349921011058,43.3291864139021,13.8693503480278,50.2477958236659,26.0868533459896,24.0754627432368,34.0967932586708,-118.19680452703,"Under 18","Sex","Female",7233,8.88640916684928
"213","Los Angeles",2011,0.618058515791513,7.06142220499903,32.3759917780062,30.2143884892086,0.0417349921011058,43.3291864139021,13.8693503480278,50.2477958236659,26.0868533459896,24.0754627432368,34.0967932586708,-118.19680452703,"Under 18","Sex","Male",13095,9.47998575694181
"214","Los Angeles",2011,0.618058515791513,7.06142220499903,32.3759917780062,30.2143884892086,0.0417349921011058,43.3291864139021,13.8693503480278,50.2477958236659,26.0868533459896,24.0754627432368,34.0967932586708,-118.19680452703,"18 and Over","Sex","Female",17822,9.78818892817267
"215","Los Angeles",2011,0.618058515791513,7.06142220499903,32.3759917780062,30.2143884892086,0.0417349921011058,43.3291864139021,13.8693503480278,50.2477958236659,26.0868533459896,24.0754627432368,34.0967932586708,-118.19680452703,"All Ages","Sex","Male",22575,10.0245983782852
"216","Los Angeles",2011,0.618058515791513,7.06142220499903,32.3759917780062,30.2143884892086,0.0417349921011058,43.3291864139021,13.8693503480278,50.2477958236659,26.0868533459896,24.0754627432368,34.0967932586708,-118.19680452703,"All Ages","Sex","Female",25055,10.1288286873938
"217","Los Angeles",2012,0.600349922239502,6.85303265940902,30.8212422949265,28.7067330488383,0.0434915454187967,46.3090837593394,12.577220239345,46.5607810203653,25.9746689694876,23.9735175590098,34.1095436275272,-118.197648072512,"Under 18","Sex","Female",7216,8.88405606174246
"218","Los Angeles",2012,0.600349922239502,6.85303265940902,30.8212422949265,28.7067330488383,0.0434915454187967,46.3090837593394,12.577220239345,46.5607810203653,25.9746689694876,23.9735175590098,34.1095436275272,-118.197648072512,"Under 18","Sex","Male",13565,9.51524822509303
"219","Los Angeles",2012,0.600349922239502,6.85303265940902,30.8212422949265,28.7067330488383,0.0434915454187967,46.3090837593394,12.577220239345,46.5607810203653,25.9746689694876,23.9735175590098,34.1095436275272,-118.197648072512,"18 and Over","Sex","Male",10479,9.25712853347494
"220","Los Angeles",2012,0.600349922239502,6.85303265940902,30.8212422949265,28.7067330488383,0.0434915454187967,46.3090837593394,12.577220239345,46.5607810203653,25.9746689694876,23.9735175590098,34.1095436275272,-118.197648072512,"All Ages","Sex","Male",24044,10.0876407641591
"221","Los Angeles",2012,0.600349922239502,6.85303265940902,30.8212422949265,28.7067330488383,0.0434915454187967,46.3090837593394,12.577220239345,46.5607810203653,25.9746689694876,23.9735175590098,34.1095436275272,-118.197648072512,"All Ages","Sex","Female",25530,10.1476095102355
"222","Los Angeles",2012,0.600349922239502,6.85303265940902,30.8212422949265,28.7067330488383,0.0434915454187967,46.3090837593394,12.577220239345,46.5607810203653,25.9746689694876,23.9735175590098,34.1095436275272,-118.197648072512,"18 and Over","Sex","Female",18314,9.81542107366768
"223","Los Angeles",2013,0.578884069400631,6.57472397476341,29.8812046603649,27.7889646076061,0.0436961071578066,45.1793637505232,12.1941770519983,45.9252256123765,26.6276413478013,24.6030839520274,34.1005024061514,-118.197806019125,"Under 18","Sex","Male",13269,9.49318576653644
"224","Los Angeles",2013,0.578884069400631,6.57472397476341,29.8812046603649,27.7889646076061,0.0436961071578066,45.1793637505232,12.1941770519983,45.9252256123765,26.6276413478013,24.6030839520274,34.1005024061514,-118.197806019125,"All Ages","Sex","Female",25833,10.1594080233643
"225","Los Angeles",2013,0.578884069400631,6.57472397476341,29.8812046603649,27.7889646076061,0.0436961071578066,45.1793637505232,12.1941770519983,45.9252256123765,26.6276413478013,24.6030839520274,34.1005024061514,-118.197806019125,"Under 18","Sex","Female",7117,8.87024156729927
"226","Los Angeles",2013,0.578884069400631,6.57472397476341,29.8812046603649,27.7889646076061,0.0436961071578066,45.1793637505232,12.1941770519983,45.9252256123765,26.6276413478013,24.6030839520274,34.1005024061514,-118.197806019125,"18 and Over","Sex","Male",10786,9.28600427589717
"227","Los Angeles",2013,0.578884069400631,6.57472397476341,29.8812046603649,27.7889646076061,0.0436961071578066,45.1793637505232,12.1941770519983,45.9252256123765,26.6276413478013,24.6030839520274,34.1005024061514,-118.197806019125,"18 and Over","Sex","Female",18716,9.83713405198611
"228","Los Angeles",2013,0.578884069400631,6.57472397476341,29.8812046603649,27.7889646076061,0.0436961071578066,45.1793637505232,12.1941770519983,45.9252256123765,26.6276413478013,24.6030839520274,34.1005024061514,-118.197806019125,"All Ages","Sex","Male",24055,10.0880981541336
"229","Los Angeles",2014,0.558798370672098,6.35560081466395,29.5988307963821,27.5413633355394,0.0457111740361577,48.7225005445437,13.8814473217453,49.6991841078397,28.276357827476,26.0095846645367,34.116682696334,-118.19480249002,"18 and Over","Sex","Female",19018,9.85314117809939
"230","Los Angeles",2014,0.558798370672098,6.35560081466395,29.5988307963821,27.5413633355394,0.0457111740361577,48.7225005445437,13.8814473217453,49.6991841078397,28.276357827476,26.0095846645367,34.116682696334,-118.19480249002,"Under 18","Sex","Female",7415,8.91126025457203
"231","Los Angeles",2014,0.558798370672098,6.35560081466395,29.5988307963821,27.5413633355394,0.0457111740361577,48.7225005445437,13.8814473217453,49.6991841078397,28.276357827476,26.0095846645367,34.116682696334,-118.19480249002,"18 and Over","Sex","Male",11152,9.31937413300031
"232","Los Angeles",2014,0.558798370672098,6.35560081466395,29.5988307963821,27.5413633355394,0.0457111740361577,48.7225005445437,13.8814473217453,49.6991841078397,28.276357827476,26.0095846645367,34.116682696334,-118.19480249002,"All Ages","Sex","Female",26433,10.1823685085348
"233","Los Angeles",2014,0.558798370672098,6.35560081466395,29.5988307963821,27.5413633355394,0.0457111740361577,48.7225005445437,13.8814473217453,49.6991841078397,28.276357827476,26.0095846645367,34.116682696334,-118.19480249002,"All Ages","Sex","Male",24504,10.1065916485126
"234","Los Angeles",2014,0.558798370672098,6.35560081466395,29.5988307963821,27.5413633355394,0.0457111740361577,48.7225005445437,13.8814473217453,49.6991841078397,28.276357827476,26.0095846645367,34.116682696334,-118.19480249002,"Under 18","Sex","Male",13352,9.49942146534167
"235","Los Angeles",2015,0.527029960920538,5.98349978289188,29.4583532478818,27.4003910493157,0.0464901691815272,50.0560128029264,12.1994423320659,45.4757921419518,24.6423220973783,22.6179775280899,34.116206530178,-118.192632878202,"18 and Over","Sex","Female",19745,9.89065557372075
"236","Los Angeles",2015,0.527029960920538,5.98349978289188,29.4583532478818,27.4003910493157,0.0464901691815272,50.0560128029264,12.1994423320659,45.4757921419518,24.6423220973783,22.6179775280899,34.116206530178,-118.192632878202,"Under 18","Sex","Female",7124,8.87122464440955
"237","Los Angeles",2015,0.527029960920538,5.98349978289188,29.4583532478818,27.4003910493157,0.0464901691815272,50.0560128029264,12.1994423320659,45.4757921419518,24.6423220973783,22.6179775280899,34.116206530178,-118.192632878202,"All Ages","Sex","Female",26869,10.1987284846907
"238","Los Angeles",2015,0.527029960920538,5.98349978289188,29.4583532478818,27.4003910493157,0.0464901691815272,50.0560128029264,12.1994423320659,45.4757921419518,24.6423220973783,22.6179775280899,34.116206530178,-118.192632878202,"All Ages","Sex","Male",25355,10.1407312282291
"239","Los Angeles",2015,0.527029960920538,5.98349978289188,29.4583532478818,27.4003910493157,0.0464901691815272,50.0560128029264,12.1994423320659,45.4757921419518,24.6423220973783,22.6179775280899,34.116206530178,-118.192632878202,"Under 18","Sex","Male",13416,9.50420330350305
"240","Los Angeles",2015,0.527029960920538,5.98349978289188,29.4583532478818,27.4003910493157,0.0464901691815272,50.0560128029264,12.1994423320659,45.4757921419518,24.6423220973783,22.6179775280899,34.116206530178,-118.192632878202,"18 and Over","Sex","Male",11939,9.38756563134539
"241","Los Angeles",2016,0.516607626588873,5.85809543654928,28.335809178744,26.3331320450886,0.0452408663312186,47.9717786042442,11.4524333474397,43.6783749471011,27.2601851851852,25.0731481481481,34.1159792075432,-118.189820491769,"18 and Over","Sex","Female",18380,9.81901839590968
"242","Los Angeles",2016,0.516607626588873,5.85809543654928,28.335809178744,26.3331320450886,0.0452408663312186,47.9717786042442,11.4524333474397,43.6783749471011,27.2601851851852,25.0731481481481,34.1159792075432,-118.189820491769,"18 and Over","Sex","Male",11934,9.38714674808203
"243","Los Angeles",2016,0.516607626588873,5.85809543654928,28.335809178744,26.3331320450886,0.0452408663312186,47.9717786042442,11.4524333474397,43.6783749471011,27.2601851851852,25.0731481481481,34.1159792075432,-118.189820491769,"All Ages","Sex","Female",25559,10.1487447840954
"244","Los Angeles",2016,0.516607626588873,5.85809543654928,28.335809178744,26.3331320450886,0.0452408663312186,47.9717786042442,11.4524333474397,43.6783749471011,27.2601851851852,25.0731481481481,34.1159792075432,-118.189820491769,"Under 18","Sex","Female",7179,8.87891537657648
"245","Los Angeles",2016,0.516607626588873,5.85809543654928,28.335809178744,26.3331320450886,0.0452408663312186,47.9717786042442,11.4524333474397,43.6783749471011,27.2601851851852,25.0731481481481,34.1159792075432,-118.189820491769,"Under 18","Sex","Male",13283,9.4942403011325
"246","Los Angeles",2016,0.516607626588873,5.85809543654928,28.335809178744,26.3331320450886,0.0452408663312186,47.9717786042442,11.4524333474397,43.6783749471011,27.2601851851852,25.0731481481481,34.1159792075432,-118.189820491769,"All Ages","Sex","Male",25217,10.1352736492317
"247","Los Angeles",2017,0.531645030857629,6.06299212598425,28.482385166456,26.5002107037505,0.0472744069343066,52.1970802919708,12.1812231759657,45.7276824034335,27.9024390243902,25.6839024390244,34.1145145745903,-118.181648128325,"18 and Over","Sex","Male",11838,9.37906997525067
"248","Los Angeles",2017,0.531645030857629,6.06299212598425,28.482385166456,26.5002107037505,0.0472744069343066,52.1970802919708,12.1812231759657,45.7276824034335,27.9024390243902,25.6839024390244,34.1145145745903,-118.181648128325,"Under 18","Sex","Female",6815,8.82688134413063
"249","Los Angeles",2017,0.531645030857629,6.06299212598425,28.482385166456,26.5002107037505,0.0472744069343066,52.1970802919708,12.1812231759657,45.7276824034335,27.9024390243902,25.6839024390244,34.1145145745903,-118.181648128325,"All Ages","Sex","Female",25420,10.1432915447434
"250","Los Angeles",2017,0.531645030857629,6.06299212598425,28.482385166456,26.5002107037505,0.0472744069343066,52.1970802919708,12.1812231759657,45.7276824034335,27.9024390243902,25.6839024390244,34.1145145745903,-118.181648128325,"18 and Over","Sex","Female",18605,9.83118564078072
"251","Los Angeles",2017,0.531645030857629,6.06299212598425,28.482385166456,26.5002107037505,0.0472744069343066,52.1970802919708,12.1812231759657,45.7276824034335,27.9024390243902,25.6839024390244,34.1145145745903,-118.181648128325,"Under 18","Sex","Male",12246,9.4129546320379
"252","Los Angeles",2017,0.531645030857629,6.06299212598425,28.482385166456,26.5002107037505,0.0472744069343066,52.1970802919708,12.1812231759657,45.7276824034335,27.9024390243902,25.6839024390244,34.1145145745903,-118.181648128325,"All Ages","Sex","Male",24084,10.0893029985843
"253","Marin",2011,0.5,5.68435754189944,22.5093922651934,20.7762430939227,0.0279447513812155,25.9834254143646,9.00692840646651,35.5912240184757,15.4590163934426,14.2786885245902,37.97231,-122.520004,"18 and Over","Sex","Female",311,5.73979291217923
"254","Marin",2011,0.5,5.68435754189944,22.5093922651934,20.7762430939227,0.0279447513812155,25.9834254143646,9.00692840646651,35.5912240184757,15.4590163934426,14.2786885245902,37.97231,-122.520004,"All Ages","Sex","Female",392,5.97126183979046
"255","Marin",2011,0.5,5.68435754189944,22.5093922651934,20.7762430939227,0.0279447513812155,25.9834254143646,9.00692840646651,35.5912240184757,15.4590163934426,14.2786885245902,37.97231,-122.520004,"All Ages","Sex","Male",370,5.91350300563827
"256","Marin",2011,0.5,5.68435754189944,22.5093922651934,20.7762430939227,0.0279447513812155,25.9834254143646,9.00692840646651,35.5912240184757,15.4590163934426,14.2786885245902,37.97231,-122.520004,"Under 18","Sex","Male",146,4.98360662170834
"257","Marin",2011,0.5,5.68435754189944,22.5093922651934,20.7762430939227,0.0279447513812155,25.9834254143646,9.00692840646651,35.5912240184757,15.4590163934426,14.2786885245902,37.97231,-122.520004,"Under 18","Sex","Female",81,4.39444915467244
"258","Marin",2011,0.5,5.68435754189944,22.5093922651934,20.7762430939227,0.0279447513812155,25.9834254143646,9.00692840646651,35.5912240184757,15.4590163934426,14.2786885245902,37.97231,-122.520004,"18 and Over","Sex","Male",224,5.41164605185504
"259","Marin",2012,0.429775280898876,4.83707865168539,20.6510989010989,19.0302197802198,0.0296391184573003,27.4573002754821,7.32489082969432,29.9148471615721,12.4262295081967,11.4590163934426,37.97231,-122.520004,"18 and Over","Sex","Female",312,5.74300318780948
"260","Marin",2012,0.429775280898876,4.83707865168539,20.6510989010989,19.0302197802198,0.0296391184573003,27.4573002754821,7.32489082969432,29.9148471615721,12.4262295081967,11.4590163934426,37.97231,-122.520004,"All Ages","Sex","Male",337,5.82008293035236
"261","Marin",2012,0.429775280898876,4.83707865168539,20.6510989010989,19.0302197802198,0.0296391184573003,27.4573002754821,7.32489082969432,29.9148471615721,12.4262295081967,11.4590163934426,37.97231,-122.520004,"All Ages","Sex","Female",376,5.92958914338989
"262","Marin",2012,0.429775280898876,4.83707865168539,20.6510989010989,19.0302197802198,0.0296391184573003,27.4573002754821,7.32489082969432,29.9148471615721,12.4262295081967,11.4590163934426,37.97231,-122.520004,"18 and Over","Sex","Male",205,5.32300997913841
"263","Marin",2012,0.429775280898876,4.83707865168539,20.6510989010989,19.0302197802198,0.0296391184573003,27.4573002754821,7.32489082969432,29.9148471615721,12.4262295081967,11.4590163934426,37.97231,-122.520004,"Under 18","Sex","Male",132,4.88280192258637
"264","Marin",2012,0.429775280898876,4.83707865168539,20.6510989010989,19.0302197802198,0.0296391184573003,27.4573002754821,7.32489082969432,29.9148471615721,12.4262295081967,11.4590163934426,37.97231,-122.520004,"Under 18","Sex","Female",64,4.15888308335967
"265","Marin",2013,0.441242937853107,4.95197740112994,22.3927977839335,20.6842105263158,0.0294388888888889,27.4305555555556,9.61462365591398,37.8064516129032,14.7213114754098,13.6393442622951,37.97231,-122.520004,"All Ages","Sex","Female",384,5.95064255258773
"266","Marin",2013,0.441242937853107,4.95197740112994,22.3927977839335,20.6842105263158,0.0294388888888889,27.4305555555556,9.61462365591398,37.8064516129032,14.7213114754098,13.6393442622951,37.97231,-122.520004,"All Ages","Sex","Male",300,5.7037824746562
"267","Marin",2013,0.441242937853107,4.95197740112994,22.3927977839335,20.6842105263158,0.0294388888888889,27.4305555555556,9.61462365591398,37.8064516129032,14.7213114754098,13.6393442622951,37.97231,-122.520004,"18 and Over","Sex","Male",186,5.2257466737132
"268","Marin",2013,0.441242937853107,4.95197740112994,22.3927977839335,20.6842105263158,0.0294388888888889,27.4305555555556,9.61462365591398,37.8064516129032,14.7213114754098,13.6393442622951,37.97231,-122.520004,"Under 18","Sex","Male",114,4.7361984483945
"269","Marin",2013,0.441242937853107,4.95197740112994,22.3927977839335,20.6842105263158,0.0294388888888889,27.4305555555556,9.61462365591398,37.8064516129032,14.7213114754098,13.6393442622951,37.97231,-122.520004,"Under 18","Sex","Female",69,4.23410650459726
"270","Marin",2013,0.441242937853107,4.95197740112994,22.3927977839335,20.6842105263158,0.0294388888888889,27.4305555555556,9.61462365591398,37.8064516129032,14.7213114754098,13.6393442622951,37.97231,-122.520004,"18 and Over","Sex","Female",315,5.75257263882563
"271","Marin",2014,0.442696629213483,5.05337078651685,20.5674094707521,18.991643454039,0.0305055248618785,28.5911602209945,9.61185344827586,38.4245689655172,13.2622950819672,12.2622950819672,37.97231,-122.520004,"18 and Over","Sex","Female",241,5.48479693349065
"272","Marin",2014,0.442696629213483,5.05337078651685,20.5674094707521,18.991643454039,0.0305055248618785,28.5911602209945,9.61185344827586,38.4245689655172,13.2622950819672,12.2622950819672,37.97231,-122.520004,"All Ages","Sex","Female",326,5.78689738136671
