"","county","year","CO_concentration_value","CO_AQI","NO2_concentration_value","NO2_AQI","O3_concentration_value","O3_AQI","PM2.5_concentration_value","PM2.5_AQI","PM10_concentration_value","PM10_AQI","lattitude","longitude","Age_Group","Strata","Strata_Name","Numerator","NumeratorTransformed"
"43","Contra Costa",2011,0.408161350844278,4.60131332082552,16.347134935305,15.0092421441774,0.0329842154131848,31.3630454967502,8.4584229390681,32.4408602150538,16.6978021978022,15.3956043956044,37.9678115272045,-122.008160302064,"Under 18","Sex","Male",1491,7.30720231476474
"44","Contra Costa",2011,0.408161350844278,4.60131332082552,16.347134935305,15.0092421441774,0.0329842154131848,31.3630454967502,8.4584229390681,32.4408602150538,16.6978021978022,15.3956043956044,37.9678115272045,-122.008160302064,"18 and Over","Sex","Female",3434,8.14148104145742
"45","Contra Costa",2011,0.408161350844278,4.60131332082552,16.347134935305,15.0092421441774,0.0329842154131848,31.3630454967502,8.4584229390681,32.4408602150538,16.6978021978022,15.3956043956044,37.9678115272045,-122.008160302064,"18 and Over","Sex","Male",1928,7.56423847517049
"46","Contra Costa",2011,0.408161350844278,4.60131332082552,16.347134935305,15.0092421441774,0.0329842154131848,31.3630454967502,8.4584229390681,32.4408602150538,16.6978021978022,15.3956043956044,37.9678115272045,-122.008160302064,"All Ages","Sex","Female",4322,8.37147353706683
"47","Contra Costa",2011,0.408161350844278,4.60131332082552,16.347134935305,15.0092421441774,0.0329842154131848,31.3630454967502,8.4584229390681,32.4408602150538,16.6978021978022,15.3956043956044,37.9678115272045,-122.008160302064,"All Ages","Sex","Male",3419,8.1371033896393
"48","Contra Costa",2011,0.408161350844278,4.60131332082552,16.347134935305,15.0092421441774,0.0329842154131848,31.3630454967502,8.4584229390681,32.4408602150538,16.6978021978022,15.3956043956044,37.9678115272045,-122.008160302064,"Under 18","Sex","Female",888,6.78897174299217
"49","Contra Costa",2012,0.38535447761194,4.32929104477612,16.1276816608997,14.7882352941176,0.0358533994334278,34.3222379603399,6.72634920634921,26.9809523809524,13.2896174863388,12.2513661202186,37.9676763777985,-122.007594135261,"18 and Over","Sex","Male",2020,7.61085279039525
"50","Contra Costa",2012,0.38535447761194,4.32929104477612,16.1276816608997,14.7882352941176,0.0358533994334278,34.3222379603399,6.72634920634921,26.9809523809524,13.2896174863388,12.2513661202186,37.9676763777985,-122.007594135261,"Under 18","Sex","Male",1619,7.38956395367764
"51","Contra Costa",2012,0.38535447761194,4.32929104477612,16.1276816608997,14.7882352941176,0.0358533994334278,34.3222379603399,6.72634920634921,26.9809523809524,13.2896174863388,12.2513661202186,37.9676763777985,-122.007594135261,"All Ages","Sex","Male",3639,8.19946419761216
"52","Contra Costa",2012,0.38535447761194,4.32929104477612,16.1276816608997,14.7882352941176,0.0358533994334278,34.3222379603399,6.72634920634921,26.9809523809524,13.2896174863388,12.2513661202186,37.9676763777985,-122.007594135261,"Under 18","Sex","Female",1004,6.91174730025167
"53","Contra Costa",2012,0.38535447761194,4.32929104477612,16.1276816608997,14.7882352941176,0.0358533994334278,34.3222379603399,6.72634920634921,26.9809523809524,13.2896174863388,12.2513661202186,37.9676763777985,-122.007594135261,"All Ages","Sex","Female",4300,8.36637030168165
"54","Contra Costa",2012,0.38535447761194,4.32929104477612,16.1276816608997,14.7882352941176,0.0358533994334278,34.3222379603399,6.72634920634921,26.9809523809524,13.2896174863388,12.2513661202186,37.9676763777985,-122.007594135261,"18 and Over","Sex","Female",3296,8.10046489102936
"55","Contra Costa",2013,0.400503524672709,4.52567975830816,17.2333836858006,15.8459214501511,0.0331194151096669,31.017059301381,9.80808926080893,38.1743375174337,17.3628318584071,16.0973451327434,37.9646489617321,-122.035966261833,"18 and Over","Sex","Female",3022,8.01367414283268
"56","Contra Costa",2013,0.400503524672709,4.52567975830816,17.2333836858006,15.8459214501511,0.0331194151096669,31.017059301381,9.80808926080893,38.1743375174337,17.3628318584071,16.0973451327434,37.9646489617321,-122.035966261833,"Under 18","Sex","Male",1401,7.24494154633701
