Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
01-07-2012,AQS,60190007,1,0.011,ppm,10,Fresno-Drummond,13,76,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01/15/2012,AQS,60190007,1,0.038,ppm,35,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01/19/2012,AQS,60190007,1,0.014,ppm,13,Fresno-Drummond,15,88,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01/20/2012,AQS,60190007,1,0.023,ppm,21,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01/21/2012,AQS,60190007,1,0.034,ppm,31,Fresno-Drummond,14,82,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01/22/2012,AQS,60190007,1,0.028,ppm,26,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01/23/2012,AQS,60190007,1,0.025,ppm,23,Fresno-Drummond,15,88,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
01/30/2012,AQS,60190007,1,0.02,ppm,19,Fresno-Drummond,13,76,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02-01-2012,AQS,60190007,1,0.031,ppm,29,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02-06-2012,AQS,60190007,1,0.018,ppm,17,Fresno-Drummond,13,76,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02-10-2012,AQS,60190007,1,0.042,ppm,39,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02-11-2012,AQS,60190007,1,0.037,ppm,34,Fresno-Drummond,16,94,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02-12-2012,AQS,60190007,1,0.031,ppm,29,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/14/2012,AQS,60190007,1,0.026,ppm,24,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/15/2012,AQS,60190007,1,0.031,ppm,29,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/16/2012,AQS,60190007,1,0.029,ppm,27,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/17/2012,AQS,60190007,1,0.034,ppm,31,Fresno-Drummond,14,82,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/18/2012,AQS,60190007,1,0.038,ppm,35,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/19/2012,AQS,60190007,1,0.032,ppm,30,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/20/2012,AQS,60190007,1,0.035,ppm,32,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/21/2012,AQS,60190007,1,0.029,ppm,27,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/22/2012,AQS,60190007,1,0.035,ppm,32,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/23/2012,AQS,60190007,1,0.036,ppm,33,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/24/2012,AQS,60190007,1,0.047,ppm,44,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/25/2012,AQS,60190007,1,0.038,ppm,35,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/26/2012,AQS,60190007,1,0.037,ppm,34,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/27/2012,AQS,60190007,1,0.038,ppm,35,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/28/2012,AQS,60190007,1,0.04,ppm,37,Fresno-Drummond,13,76,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
02/29/2012,AQS,60190007,1,0.036,ppm,33,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
03-01-2012,AQS,60190007,1,0.04,ppm,37,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
03-02-2012,AQS,60190007,1,0.023,ppm,21,Fresno-Drummond,17,100,44201,Ozone,23420,"Fresno, CA",6,California,19,Fresno,36.705474,-119.741332
